SEASON,PLAYER_ID,PLAYER_NAME,AGE,TM,LG,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
2014,lehtoka01,Kari Lehtonen,30,DAL,NHL,65,64,33,20,10,153,1888,1735,0.919,2.41,5,12.6,3804,36,0.563,10,94,9.68,0,4,4,4
2014,lieuwna01,Nathan Lieuwen,22,BUF,NHL,7,5,1,4,0,18,191,173,0.906,2.97,0,1,363,2,0.4,0,,,0,0,0,0
2014,lindban01,Anders Lindback,25,TBL,NHL,23,18,8,12,2,63,580,517,0.891,2.9,1,1.9,1302,6,0.333,3,126,-13.02,0,0,0,2
2014,lundqhe01,Henrik Lundqvist,31,NYR,NHL,63,62,33,24,5,144,1810,1666,0.92,2.36,5,12.4,3655,36,0.581,9,92,11.96,0,4,4,0
2014,luongro01,Roberto Luongo,34,VAN,NHL,42,42,19,16,6,96,1157,1061,0.917,2.38,3,7.4,2418,22,0.524,4,96,3.69,0,0,0,0
2014,luongro01,Roberto Luongo,34,FLA,NHL,14,14,6,7,1,33,432,399,0.924,2.46,1,3.1,804,7,0.5,0,89,4.22,0,0,0,2
2014,macdojo01,Joey MacDonald,33,CGY,NHL,11,9,5,4,1,29,264,235,0.89,2.91,0,0.8,599,2,0.222,2,,,0,0,0,2
2014,macindr01,Drew MacIntyre,30,TOR,NHL,2,1,0,1,0,4,51,47,0.922,2.54,0,0.4,95,0,0,0,,,0,0,0,0
2014,marksja02,Jacob Markstrom,24,FLA,NHL,12,9,1,6,3,36,285,249,0.874,3.52,0,0.3,614,2,0.222,3,,,0,0,0,0
2014,marksja02,Jacob Markstrom,24,VAN,NHL,4,3,1,2,0,10,76,66,0.868,3.01,0,0,200,1,0.333,1,,,0,0,0,0
2014,masonst01,Steve Mason,25,PHI,NHL,61,60,33,18,7,145,1751,1606,0.917,2.5,4,11.3,3486,35,0.583,9,96,5.88,0,1,1,10
2014,mazanma01,Marek Mazanec,22,NSH,NHL,25,22,8,10,4,64,650,586,0.902,2.8,2,3,1370,11,0.5,6,114,-7.99,0,0,0,0
2014,mcelhcu01,Curtis McElhinney,30,CBJ,NHL,28,21,10,11,1,64,703,639,0.909,2.7,2,3.8,1423,12,0.571,3,106,-3.43,0,1,1,0
2014,mckenmi01,Mike McKenna,30,CBJ,NHL,4,3,1,1,1,11,114,103,0.904,3.01,0,0.5,219,0,0,0,,,0,0,0,0
2014,millery01,Ryan Miller,33,BUF,NHL,40,40,15,22,3,108,1411,1303,0.923,2.72,0,10.2,2384,27,0.675,4,89,13.58,0,2,2,0
2014,millery01,Ryan Miller,33,STL,NHL,19,19,10,8,1,46,474,428,0.903,2.47,1,2.2,1117,9,0.474,3,113,-5.16,0,0,0,0
2014,montoal01,Al Montoya,28,WPG,NHL,28,22,13,8,3,59,737,678,0.92,2.3,2,5,1541,13,0.591,1,93,4.5,0,0,0,2
2014,mrazepe01,Petr Mrazek,21,DET,NHL,9,6,2,4,0,13,178,165,0.927,1.74,2,1.4,449,4,0.667,1,,,0,0,0,0
2014,nabokev01,Evgeni Nabokov,38,NYI,NHL,40,39,15,14,8,103,1085,982,0.905,2.74,4,5.4,2254,16,0.41,8,110,-9.51,0,1,1,4
2014,neuvimi01,Michal Neuvirth,25,WSH,NHL,13,11,4,6,2,36,419,383,0.914,2.82,0,2.5,767,7,0.636,2,100,0.1,0,1,1,0
2014,neuvimi01,Michal Neuvirth,25,BUF,NHL,2,2,0,2,0,5,98,93,0.949,2.56,0,1,117,2,1,0,,,0,0,0,0
2014,niemian02,Antti Niemi,30,SJS,NHL,64,64,39,17,7,149,1705,1556,0.913,2.39,4,10.1,3740,30,0.469,9,101,-2.09,0,2,2,0
2014,nilssan01,Anders Nilsson,23,NYI,NHL,19,17,8,7,2,57,548,491,0.896,3.11,0,2.1,1101,6,0.353,4,121,-9.78,0,0,0,2
2014,nihlsch01,Cristopher Nilstorp,29,DAL,NHL,1,0,,,,3,17,14,0.824,4.56,0,-0.1,39,0,,0,,,0,0,0,0
2014,ortiojo01,Joni Ortio,22,CGY,NHL,9,9,4,4,0,21,193,172,0.891,2.52,0,0.6,501,3,0.333,1,,,0,2,2,0
2014,pavelon01,Ondrej Pavelec,26,WPG,NHL,57,57,22,26,7,163,1644,1481,0.901,3.01,1,7.4,3248,24,0.421,12,115,-21.34,0,3,3,0
2014,peterju01,Justin Peters,27,CAR,NHL,21,20,7,9,4,51,626,575,0.919,2.5,1,4.1,1225,11,0.55,3,95,2.94,0,2,2,4
2014,poulike01,Kevin Poulin,23,NYI,NHL,28,26,11,16,1,89,820,731,0.891,3.29,0,2.8,1625,8,0.308,8,126,-18.34,0,0,0,0
2014,priceca01,Carey Price,26,MTL,NHL,59,59,34,20,5,134,1828,1694,0.927,2.32,6,13.9,3464,38,0.644,7,85,23.51,0,2,2,4
2014,quickjo01,Jonathan Quick,28,LAK,NHL,49,49,27,17,4,100,1183,1083,0.915,2.07,6,7.4,2904,26,0.531,6,98,1.93,0,2,2,2
2014,raantan01,Antti Raanta,24,CHI,NHL,25,22,13,5,4,63,610,547,0.897,2.71,1,2.4,1397,12,0.545,6,120,-10.44,0,1,1,0
2014,ramoka01,Karri Ramo,27,CGY,NHL,40,37,17,15,4,97,1091,994,0.911,2.65,2,6.2,2194,19,0.514,5,103,-2.99,0,1,1,10
2014,rasktu01,Tuukka Rask,26,BOS,NHL,58,58,36,15,6,115,1641,1526,0.93,2.04,7,13.1,3386,39,0.672,8,81,26.4,0,2,2,2
2014,reimeja01,James Reimer,25,TOR,NHL,36,32,12,16,1,97,1094,997,0.911,3.26,1,6.3,1785,16,0.5,8,103,-2.73,0,0,0,2
2014,rinnepe01,Pekka Rinne,31,NSH,NHL,24,24,10,10,3,63,645,582,0.902,2.77,2,3,1367,12,0.5,8,113,-7.42,0,0,0,0
2014,schneco01,Cory Schneider,27,NJD,NHL,45,43,16,15,12,88,1107,1019,0.921,1.97,3,7.6,2680,25,0.581,4,92,7.39,0,0,0,4
2014,scrivbe01,Ben Scrivens,27,EDM,NHL,21,20,9,11,0,62,741,679,0.916,3.01,1,4.7,1235,12,0.6,3,97,1.85,0,0,0,6
2014,scrivbe01,Ben Scrivens,27,LAK,NHL,19,15,7,5,4,32,464,432,0.931,1.97,3,3.8,975,10,0.667,0,80,7.98,0,1,1,0
2014,simpske01,Kent Simpson,21,CHI,NHL,1,0,,,,2,7,5,0.714,6,0,-0.1,20,0,,0,,,0,0,0,0
2014,smithmi01,Mike Smith,31,PHX,NHL,62,61,27,21,10,159,1871,1712,0.915,2.64,3,11.6,3610,35,0.574,5,99,2.22,1,3,4,14
2014,staloal01,Alex Stalock,26,SJS,NHL,24,18,12,5,2,39,571,532,0.932,1.87,2,4.7,1252,12,0.667,1,79,10.2,0,0,0,2
2014,svedbni01,Niklas Svedberg,24,BOS,NHL,1,1,1,0,0,2,35,33,0.943,1.97,0,0.3,61,1,1,0,,,0,0,0,0
2014,talboca01,Cam Talbot,26,NYR,NHL,21,19,12,6,1,33,560,527,0.941,1.64,3,5.2,1211,16,0.842,0,68,15.25,0,0,0,0
2014,thomati01,Tim Thomas,39,FLA,NHL,40,40,16,20,3,110,1206,1096,0.909,2.87,0,6.6,2299,23,0.575,6,106,-6.08,0,1,1,4
2014,thomati01,Tim Thomas,39,DAL,NHL,8,5,2,4,1,18,184,166,0.902,2.97,0,0.9,364,2,0.4,1,,,0,0,0,0
2014,tokardu01,Dustin Tokarski,24,MTL,NHL,3,2,2,0,0,5,93,88,0.946,1.84,1,0.9,163,2,1,0,,,0,0,0,0
2014,varlasi01,Semyon Varlamov,25,COL,NHL,63,60,41,14,6,146,2013,1867,0.927,2.41,2,15.5,3640,44,0.733,4,84,27.45,0,3,3,2
2014,visenma01,Mark Visentin,21,PHX,NHL,1,1,0,1,0,3,32,29,0.906,3.06,0,0.2,59,0,0,0,,,0,0,0,0
2014,wardca01,Cam Ward,29,CAR,NHL,30,28,10,12,6,84,824,740,0.898,3.06,0,3.4,1645,11,0.393,6,118,-13,0,1,1,2
2014,zatkoje01,Jeff Zatkoff,26,PIT,NHL,20,18,12,6,2,51,582,531,0.912,2.61,1,3.4,1171,9,0.5,3,102,-0.85,0,1,1,0
2015,allenja01,Jake Allen,24,STL,NHL,37,32,22,7,4,79,909,830,0.913,2.28,4,5.3,2077,17,0.531,6,102,-1.41,0,2,2,2
2015,anderfr01,Frederik Andersen,25,ANA,NHL,54,53,35,12,5,123,1436,1313,0.914,2.38,3,8.6,3106,32,0.604,9,100,-0.43,0,3,3,4
2015,andercr01,Craig Anderson,33,OTT,NHL,35,35,14,13,8,87,1134,1047,0.923,2.49,3,8,2093,17,0.486,2,90,9.79,0,0,0,4
2015,bachmri01,Richard Bachman,27,EDM,NHL,6,4,3,2,0,15,168,153,0.911,2.84,1,0.9,317,3,0.75,1,,,0,0,0,0
2015,backsni01,Niklas Backstrom,36,MIN,NHL,19,14,5,7,3,51,452,401,0.887,3.05,0,1.2,1005,2,0.143,4,132,-12.42,0,0,0,2
2015,bernijo01,Jonathan Bernier,26,TOR,NHL,58,55,21,28,7,152,1735,1583,0.912,2.87,2,10,3177,26,0.473,11,103,-3.91,0,1,1,0
2015,berrare01,Reto Berra,28,COL,NHL,19,12,5,4,1,33,403,370,0.918,2.65,1,2.6,746,5,0.417,2,96,1.4,0,0,0,0
2015,bishobe01,Ben Bishop,28,TBL,NHL,62,59,40,13,5,136,1620,1484,0.916,2.32,4,10,3519,33,0.559,8,98,2.27,0,4,4,4
2015,bobrose01,Sergei Bobrovsky,26,CBJ,NHL,51,49,30,17,3,134,1632,1498,0.918,2.68,2,10.4,2994,26,0.531,3,96,5.3,0,2,2,4
2015,brodema01,Martin Brodeur,42,STL,NHL,7,5,3,3,0,17,169,152,0.899,2.87,1,0.7,356,2,0.4,2,,,0,0,0,0
2015,brossla01,Laurent Brossoit,21,EDM,NHL,1,1,0,1,0,2,51,49,0.961,2.01,0,0.6,60,1,1,0,,,0,0,0,0
2015,bryzgil01,Ilya Bryzgalov,34,ANA,NHL,8,6,1,4,1,23,150,127,0.847,4.19,0,-0.3,329,2,0.333,3,,,0,2,2,0
2015,bunzty01,Tyler Bunz,22,EDM,NHL,1,0,0,0,0,3,12,9,0.75,9,0,-0.2,20,0,,0,,,0,0,0,0
2015,clemmsc01,Scott Clemmensen,37,NJD,NHL,3,1,0,0,1,8,54,46,0.852,4.73,0,-0.1,102,0,0,0,,,0,0,0,0
2015,crawfco01,Corey Crawford,30,CHI,NHL,57,57,32,20,5,126,1661,1535,0.924,2.27,2,11.9,3333,38,0.667,4,89,15.77,0,1,1,8
2015,curryjo01,John Curry,30,MIN,NHL,2,1,0,0,1,5,25,20,0.8,4.18,0,-0.2,72,0,0,1,,,0,0,0,0
2015,darlisc01,Scott Darling,26,CHI,NHL,14,13,9,4,0,27,419,392,0.936,1.95,1,3.6,833,10,0.769,0,75,8.76,0,0,0,0
2015,dominlo01,Louis Domingue,22,ARI,NHL,7,4,1,2,1,14,158,144,0.911,2.73,0,0.9,308,3,0.75,0,,,0,0,0,0
2015,driedch01,Chris Driedger,20,OTT,NHL,1,0,0,0,0,0,10,10,1,0,0,0.2,23,0,,0,,,0,0,0,0
2015,dubnyde01,Devan Dubnyk,28,MIN,NHL,39,39,27,9,2,68,1064,996,0.936,1.78,5,9.1,2293,28,0.718,2,75,22.82,0,2,2,2
2015,dubnyde01,Devan Dubnyk,28,ARI,NHL,19,16,9,5,2,47,561,514,0.916,2.72,1,3.5,1035,8,0.5,2,98,0.88,0,0,0,0
2015,elliobr01,Brian Elliott,29,STL,NHL,46,45,26,14,3,96,1150,1054,0.917,2.26,5,7.2,2546,27,0.6,8,98,2.16,0,3,3,0
2015,ellisda01,Dan Ellis,34,FLA,NHL,8,8,4,3,1,19,221,202,0.914,2.34,1,1.3,486,4,0.5,0,,,0,0,0,0
2015,emeryra01,Ray Emery,32,PHI,NHL,31,25,10,11,7,80,758,678,0.894,3.06,0,2.7,1570,13,0.52,6,124,-15.3,0,0,0,4
2015,enrotjh01,Jhonas Enroth,26,BUF,NHL,37,35,13,21,2,120,1237,1117,0.903,3.27,1,5.7,2204,16,0.457,6,114,-14.42,0,0,0,0
2015,enrotjh01,Jhonas Enroth,26,DAL,NHL,13,9,5,5,0,25,267,242,0.906,2.38,1,1.3,630,4,0.444,1,,,0,0,0,0
2015,fasthvi01,Viktor Fasth,32,EDM,NHL,26,24,6,15,3,76,681,605,0.888,3.41,0,1.9,1336,9,0.375,9,131,-17.87,0,0,0,0
2015,fleurma01,Marc-Andre Fleury,30,PIT,NHL,64,64,34,20,9,146,1831,1685,0.92,2.32,10,12.2,3776,35,0.547,6,93,10.28,0,1,1,6
2015,forsban01,Anton Forsberg,22,CBJ,NHL,5,5,0,4,0,20,149,129,0.866,4.69,0,0,256,0,0,1,,,0,0,0,0
2015,gibsojo02,John Gibson,21,ANA,NHL,23,21,13,8,0,58,674,616,0.914,2.6,1,4,1340,13,0.619,4,101,-0.47,0,0,0,0
2015,greisth01,Thomas Greiss,29,PIT,NHL,20,18,9,6,3,50,546,496,0.908,2.59,0,2.9,1159,8,0.444,2,107,-3.4,0,0,0,0
2015,grosetr01,Troy Grosenick,25,SJS,NHL,2,2,1,1,0,3,58,55,0.948,1.52,1,0.6,118,1,0.5,1,,,0,0,0,0
2015,grubaph01,Philipp Grubauer,23,WSH,NHL,1,1,1,0,0,2,25,23,0.92,1.85,0,0.2,65,1,1,0,,,0,0,0,0
2015,gustajo01,Jonas Gustavsson,30,DET,NHL,7,6,3,3,1,15,168,153,0.911,2.56,1,0.9,351,3,0.5,2,,,0,0,0,2
2015,hackema01,Matt Hackett,24,BUF,NHL,5,4,0,4,1,18,155,137,0.884,4.32,0,0.4,250,1,0.25,1,,,0,0,0,0
2015,halakja01,Jaroslav Halak,29,NYI,NHL,59,59,38,17,4,144,1673,1529,0.914,2.43,6,9.9,3550,33,0.559,7,101,-1.2,0,1,1,2
2015,hammoan01,Andrew Hammond,26,OTT,NHL,24,23,20,1,2,42,707,665,0.941,1.79,3,6.5,1411,18,0.783,1,70,18.34,0,1,1,0
2015,hillejo01,Jonas Hiller,32,CGY,NHL,52,44,26,19,4,113,1376,1263,0.918,2.36,1,8.8,2871,23,0.523,3,96,4.45,0,0,0,0
2015,holtbbr01,Braden Holtby,25,WSH,NHL,73,72,41,20,10,157,2044,1887,0.923,2.22,9,14.4,4247,43,0.597,7,90,17.46,0,2,2,2
2015,howarja02,Jimmy Howard,30,DET,NHL,53,50,23,13,11,121,1350,1229,0.91,2.44,2,7.4,2971,26,0.52,8,105,-5.77,0,1,1,2
2015,hutchmi01,Michael Hutchinson,24,WPG,NHL,38,36,21,10,5,85,986,901,0.914,2.38,2,5.8,2138,19,0.528,7,101,-0.84,0,0,0,0
2015,huttoca01,Carter Hutton,29,NSH,NHL,18,17,6,7,4,44,450,406,0.902,2.61,1,2,1010,6,0.353,3,115,-5.59,0,0,0,0
2015,johnsch02,Chad Johnson,28,NYI,NHL,19,17,8,8,1,54,488,434,0.889,3.08,0,1.4,1053,7,0.412,6,130,-12.35,0,0,0,0
2015,jonesma02,Martin Jones,25,LAK,NHL,15,11,4,5,2,29,307,278,0.906,2.24,3,1.5,775,5,0.455,2,,,0,1,1,0
2015,khudoan01,Anton Khudobin,28,CAR,NHL,34,32,8,17,6,87,874,787,0.9,2.72,1,3.8,1920,16,0.5,9,117,-12.4,0,0,0,0
2015,kinkake01,Keith Kinkaid,25,NJD,NHL,19,13,6,5,4,40,469,429,0.915,2.59,0,2.8,925,8,0.615,0,100,0.03,0,0,0,0
2015,kuempda01,Darcy Kuemper,24,MIN,NHL,31,28,14,12,2,68,718,650,0.905,2.6,3,3.5,1569,15,0.536,7,111,-6.72,0,0,0,0
2015,labarja01,Jason LaBarbera,35,ANA,NHL,5,2,2,0,1,9,99,90,0.909,2.6,0,0.5,207,2,1,0,,,0,0,0,0
2015,lacked01,Eddie Lack,27,VAN,NHL,41,35,18,13,4,95,1201,1106,0.921,2.45,2,8.1,2324,18,0.514,5,93,7.51,0,0,0,2
2015,lehnero01,Robin Lehner,23,OTT,NHL,25,24,9,12,3,74,779,705,0.905,3.02,0,3.8,1471,11,0.458,2,111,-7.51,0,1,1,0
2015,lehtoka01,Kari Lehtonen,31,DAL,NHL,65,65,34,17,10,181,1875,1694,0.903,2.94,5,8.7,3698,30,0.462,12,113,-20.96,0,3,3,2
2015,lindban01,Anders Lindback,26,BUF,NHL,16,15,4,8,2,41,542,501,0.924,2.76,0,3.9,891,8,0.533,1,89,5.26,0,0,0,4
2015,lindban01,Anders Lindback,26,DAL,NHL,10,7,2,8,0,32,256,224,0.875,3.71,0,0.3,517,0,0,2,,,0,1,1,0
2015,lundqhe01,Henrik Lundqvist,32,NYR,NHL,46,46,30,13,3,103,1329,1226,0.922,2.25,5,9.2,2743,29,0.63,4,91,10.43,0,1,1,0
2015,luongro01,Roberto Luongo,35,FLA,NHL,61,61,28,19,12,138,1743,1605,0.921,2.35,2,11.8,3528,36,0.59,9,93,10.77,0,0,0,0
2015,makaran01,Andrey Makarov,21,BUF,NHL,1,1,0,1,0,3,36,33,0.917,3,0,0.2,60,1,1,0,,,0,0,0,0
2015,marksja02,Jacob Markstrom,25,VAN,NHL,3,2,1,1,0,4,33,29,0.879,3.09,0,0.1,78,1,0.5,1,,,0,0,0,0
2015,masonst01,Steve Mason,26,PHI,NHL,51,48,18,18,11,108,1490,1382,0.928,2.25,3,11.3,2885,29,0.604,4,85,19.18,0,3,3,2
2015,mazanma01,Marek Mazanec,23,NSH,NHL,2,1,0,1,0,4,47,43,0.915,2.27,0,0.3,106,1,1,0,,,0,0,0,0
2015,mccolth01,Thomas McCollum,25,DET,NHL,2,0,1,0,0,1,25,24,0.96,0.91,0,0.3,66,0,,0,,,0,0,0,0
2015,mcelhcu01,Curtis McElhinney,31,CBJ,NHL,32,28,12,14,2,82,949,867,0.914,2.88,0,5.6,1710,12,0.429,2,101,-1,0,0,0,0
2015,mckenmi01,Mike McKenna,31,ARI,NHL,1,1,0,1,0,5,34,29,0.853,5,0,0,60,0,0,0,,,0,0,0,0
2015,millery01,Ryan Miller,34,VAN,NHL,45,45,29,15,1,107,1198,1091,0.911,2.53,6,6.6,2542,22,0.489,8,105,-4.75,0,0,0,0
2015,montoal01,Al Montoya,29,FLA,NHL,20,13,6,7,2,49,453,404,0.892,3.01,0,1.5,977,6,0.462,3,127,-10.33,0,0,0,2
2015,mrazepe01,Petr Mrazek,22,DET,NHL,29,26,16,9,2,63,768,705,0.918,2.38,3,4.9,1585,15,0.577,6,96,2.55,0,0,0,0
2015,nabokev01,Evgeni Nabokov,39,TBL,NHL,11,9,3,6,2,29,245,216,0.882,3.14,0,0.5,553,5,0.556,2,,,0,1,1,2
2015,neuvimi01,Michal Neuvirth,26,BUF,NHL,27,27,6,17,3,77,941,864,0.918,2.99,0,6.1,1544,15,0.556,3,96,3.32,0,0,0,0
2015,neuvimi01,Michal Neuvirth,26,NYI,NHL,5,5,1,3,1,15,126,111,0.881,2.94,0,0.2,306,1,0.2,1,,,0,0,0,0
2015,niemian02,Antti Niemi,31,SJS,NHL,61,61,31,23,7,155,1811,1656,0.914,2.59,5,10.8,3588,32,0.525,9,100,-0.43,0,3,3,0
2015,ortiojo01,Joni Ortio,23,CGY,NHL,6,6,4,2,0,14,153,139,0.908,2.52,1,0.8,333,3,0.5,2,,,0,0,0,0
2015,pavelon01,Ondrej Pavelec,27,WPG,NHL,50,46,22,16,8,108,1353,1245,0.92,2.28,5,9,2838,23,0.5,5,94,7.48,0,0,0,2
2015,peterju01,Justin Peters,28,WSH,NHL,12,9,3,6,1,35,294,259,0.881,3.25,0,0.6,647,1,0.111,3,,,0,0,0,0
2015,pickaca01,Calvin Pickard,22,COL,NHL,16,13,6,7,3,35,511,476,0.932,2.35,0,4.1,895,9,0.692,1,80,8.62,0,0,0,0
2015,poulike01,Kevin Poulin,24,NYI,NHL,1,1,0,0,1,3,26,23,0.885,2.77,0,0.1,65,0,0,0,,,0,0,0,0
2015,priceca01,Carey Price,27,MTL,NHL,66,66,44,16,6,130,1953,1823,0.933,1.96,9,16.2,3977,39,0.591,6,78,36.7,0,1,1,4
2015,quickjo01,Jonathan Quick,29,LAK,NHL,72,71,36,22,13,156,1896,1740,0.918,2.24,6,12.1,4184,36,0.507,9,96,5.83,0,1,1,18
2015,raantan01,Antti Raanta,25,CHI,NHL,14,12,7,4,1,25,389,364,0.936,1.89,2,3.3,792,8,0.667,1,75,8.2,0,0,0,0
2015,ramoka01,Karri Ramo,28,CGY,NHL,34,32,15,9,3,75,852,777,0.912,2.6,2,4.8,1731,14,0.438,5,103,-2.28,0,0,0,0
2015,rasktu01,Tuukka Rask,27,BOS,NHL,70,67,34,21,13,156,2011,1855,0.922,2.3,3,14,4063,42,0.627,8,91,15.65,0,0,0,8
2015,reimeja01,James Reimer,26,TOR,NHL,35,27,9,16,1,93,1001,908,0.907,3.16,0,5.1,1767,13,0.481,7,109,-7.56,0,0,0,2
2015,rinnepe01,Pekka Rinne,32,NSH,NHL,64,64,41,17,6,140,1807,1667,0.923,2.18,4,12.6,3851,43,0.672,7,91,14.23,0,1,1,8
2015,rynnaju01,Jussi Rynnas,27,DAL,NHL,2,1,0,1,0,7,44,37,0.841,4.54,0,-0.1,92,0,0,1,,,0,0,0,0
2015,schneco01,Cory Schneider,28,NJD,NHL,69,68,26,31,9,148,1982,1834,0.925,2.26,5,14.5,3924,41,0.603,7,87,21.17,0,2,2,0
2015,scrivbe01,Ben Scrivens,28,EDM,NHL,57,53,15,26,11,170,1542,1372,0.89,3.16,1,4.6,3228,19,0.358,13,129,-38.39,0,1,1,4
2015,skapsma01,Mackenzie Skapski,20,NYR,NHL,2,2,2,0,0,1,45,44,0.978,0.5,1,0.6,119,2,1,0,,,0,0,0,0
2015,smithmi01,Mike Smith,32,ARI,NHL,62,61,14,42,5,187,1955,1768,0.904,3.16,0,9.3,3556,29,0.475,12,112,-20.13,0,1,1,10
2015,staloal01,Alex Stalock,27,SJS,NHL,22,19,8,9,2,54,553,499,0.902,2.62,2,2.5,1237,10,0.526,1,114,-6.8,0,0,0,2
2015,subbama01,Malcolm Subban,21,BOS,NHL,1,1,0,1,0,3,6,3,0.5,5.76,0,-0.3,31,0,0,1,,,0,0,0,0
2015,svedbni01,Niklas Svedberg,25,BOS,NHL,18,14,7,5,1,35,425,390,0.918,2.33,2,2.7,900,9,0.643,2,96,1.28,0,0,0,0
2015,talboca01,Cam Talbot,27,NYR,NHL,36,34,21,9,4,77,1038,961,0.926,2.21,5,7.6,2095,17,0.5,2,87,11.6,0,0,0,0
2015,tokardu01,Dustin Tokarski,25,MTL,NHL,17,16,6,6,4,46,509,463,0.91,2.75,0,2.7,1005,8,0.5,1,106,-2.56,0,1,1,0
2015,varlasi01,Semyon Varlamov,26,COL,NHL,57,57,28,20,8,141,1791,1650,0.921,2.56,5,12.2,3307,33,0.579,6,92,11.87,0,0,0,4
2015,vasilan02,Andrei Vasilevskiy,20,TBL,NHL,16,13,7,5,1,34,415,381,0.918,2.36,1,2.7,864,7,0.538,1,96,1.42,0,0,0,0
2015,wardca01,Cam Ward,30,CAR,NHL,51,50,22,24,5,121,1351,1230,0.91,2.4,1,7.4,3026,26,0.52,7,105,-5.69,0,0,0,4
2015,zatkoje01,Jeff Zatkoff,27,PIT,NHL,1,0,0,1,0,1,17,16,0.941,1.63,0,0.2,37,0,,0,,,0,0,0,0
2015,zeppro01,Rob Zepp,33,PHI,NHL,10,9,5,2,0,25,223,198,0.888,2.89,0,0.6,519,1,0.111,2,,,0,0,0,0
2016,allenja01,Jake Allen,25,STL,NHL,47,44,26,15,3,101,1260,1159,0.92,2.35,6,8.2,2583,26,0.591,6,94,6.28,0,0,0,0
2016,anderfr01,Frederik Andersen,26,ANA,NHL,43,37,22,9,7,88,1086,998,0.919,2.3,3,7,2298,24,0.649,5,95,4.46,0,1,1,2
2016,andercr01,Craig Anderson,34,OTT,NHL,60,60,31,23,5,161,1915,1754,0.916,2.78,4,11.6,3477,31,0.517,8,99,2.05,0,2,2,0
2016,bachmri01,Richard Bachman,28,VAN,NHL,1,1,1,0,0,3,31,28,0.903,3.01,0,0.1,60,0,0,0,,,0,0,0,0
2016,backsni01,Niklas Backstrom,37,CGY,NHL,4,3,2,2,0,13,109,96,0.881,3.35,0,0.2,233,2,0.667,1,,,0,0,0,0
2016,bernijo01,Jonathan Bernier,27,TOR,NHL,38,36,12,21,3,103,1114,1011,0.908,2.88,3,5.6,2147,19,0.528,8,109,-8.15,0,0,0,2
2016,berrare01,Reto Berra,29,COL,NHL,14,12,5,8,0,29,374,345,0.922,2.41,2,2.5,721,7,0.583,2,91,2.84,0,1,1,2
2016,berubje02,Jean-Francois Berube,24,NYI,NHL,7,6,3,2,1,18,210,192,0.914,2.71,0,1.2,399,4,0.667,1,,,0,0,0,0
2016,binnijo01,Jordan Binnington,22,STL,NHL,1,0,0,0,0,1,4,3,0.75,4.69,0,-0.1,13,0,,0,,,0,0,0,0
2016,bishobe01,Ben Bishop,29,TBL,NHL,61,60,35,21,4,123,1672,1549,0.926,2.06,6,12.2,3585,37,0.617,4,86,19.36,0,1,1,4
2016,bobrose01,Sergei Bobrovsky,27,CBJ,NHL,37,37,15,19,1,97,1049,952,0.908,2.75,1,5.3,2116,18,0.486,8,109,-7.69,0,2,2,2
2016,brossla01,Laurent Brossoit,22,EDM,NHL,5,5,0,4,1,18,142,124,0.873,3.61,0,0.1,300,1,0.2,2,,,0,0,0,0
2016,budajpe01,Peter Budaj,33,LAK,NHL,1,1,1,0,0,4,28,24,0.857,3.85,0,0,62,0,0,0,,,0,0,0,0
2016,condomi01,Mike Condon,25,MTL,NHL,55,51,21,25,6,141,1458,1317,0.903,2.71,1,6.6,3123,24,0.471,9,114,-16.86,0,0,0,0
2016,copleph01,Pheonix Copley,24,STL,NHL,1,0,0,0,0,1,6,5,0.833,2.46,0,0,24,0,,0,,,0,0,0,0
2016,crawfco01,Corey Crawford,31,CHI,NHL,58,58,35,18,5,131,1718,1587,0.924,2.37,7,12,3323,40,0.69,9,90,15.27,0,1,1,2
2016,danisya01,Yann Danis,34,NJD,NHL,2,0,0,1,0,4,18,14,0.778,4.75,0,-0.2,51,0,,0,,,0,0,0,0
2016,darlisc01,Scott Darling,27,CHI,NHL,29,24,12,8,4,67,784,717,0.915,2.58,1,4.6,1560,13,0.542,5,100,-0.25,0,0,0,0
2016,dominlo01,Louis Domingue,23,ARI,NHL,39,36,15,18,5,101,1142,1041,0.912,2.75,2,6.3,2206,20,0.556,5,104,-3.77,0,1,1,0
2016,driedch01,Chris Driedger,21,OTT,NHL,1,0,0,0,0,0,11,11,1,0,0,0.2,32,0,,0,,,0,0,0,0
2016,dubnyde01,Devan Dubnyk,29,MIN,NHL,67,66,32,26,6,150,1829,1679,0.918,2.33,5,11.5,3861,34,0.515,5,96,5.73,0,0,0,8
2016,elliobr01,Brian Elliott,30,STL,NHL,42,38,23,8,6,78,1113,1035,0.93,2.07,4,8.6,2261,26,0.684,6,82,16.76,0,0,0,2
2016,enrotjh01,Jhonas Enroth,27,LAK,NHL,16,13,7,5,1,31,398,367,0.922,2.17,2,2.7,856,8,0.615,1,91,2.89,0,0,0,0
2016,fleurma01,Marc-Andre Fleury,31,PIT,NHL,58,58,35,17,6,132,1665,1533,0.921,2.29,5,11,3463,33,0.569,5,93,9.76,0,1,1,2
2016,forsban01,Anton Forsberg,23,CBJ,NHL,4,3,1,3,0,9,97,88,0.907,3.03,0,0.5,178,1,0.333,0,,,0,0,0,0
