SEASON,PLAYER_ID,PLAYER_NAME,AGE,TM,LG,GP,GS,W,L,T/O,GA,SA,SV,SV%,GAA,SO,GPS,MIN,QS,QS%,RBS,GA%-,GSAA,G,A,PTS,PIM
1934,roachjo01,John Ross Roach,33,DET,NHL,18,,9,8,1,45,,,,2.62,1,2.1,1030,,,,,,0,0,0,0
1934,robermo01,Moe Roberts,28,NYA,NHL,6,,1,4,0,25,,,,4.46,0,-0.5,336,,,,,,0,0,0,0
1934,thompti01,Tiny Thompson,30,BOS,NHL,48,,18,25,5,128,,,,2.58,5,6.2,2979,,,,,,0,0,0,0
1934,wortero01,Roy Worters,33,NYA,NHL,36,,12,14,9,75,,,,2.01,4,7.2,2240,,,,,,0,0,0,0
1934,youngdo01,Doug Young,25,DET,NHL,1,,0,0,0,1,,,,2.86,0,0,21,,,,,,4,0,4,36
1935,aitkean01,Andy Aitkenhead,30,NYR,NHL,10,,3,7,0,37,,,,3.64,1,0.3,610,,,,,,0,0,0,0
1935,beverbi01,Bill Beveridge,25,STE,NHL,48,,11,31,6,144,,,,2.89,3,5.5,2990,,,,,,0,0,0,0
1935,chabolo01,Lorne Chabot,34,CBH,NHL,48,,26,17,5,88,,,,1.8,8,11.5,2940,,,,,,0,0,0,0
1935,conacch01,Charlie Conacher,25,TOR,NHL,1,,0,0,0,0,,,,0,0,0,3,,,,,,36,21,57,24
1935,conneal01,Alec Connell,32,MTM,NHL,48,,24,19,5,92,,,,1.86,9,11.2,2970,,,,,,0,0,0,0
1935,cudewi01,Wilf Cude,24,MTL,NHL,48,,19,23,6,145,,,,2.94,1,5.2,2960,,,,,,0,0,0,0
1935,hainsge01,George Hainsworth,39,TOR,NHL,48,,30,14,4,111,,,,2.25,8,9,2957,,,,,,0,0,0,0
1935,jackspe01,Percy Jackson,27,NYR,NHL,1,,0,1,0,8,,,,8,0,-0.5,60,,,,,,0,0,0,0
1935,kerrda01,Dave Kerr,25,NYR,NHL,37,,19,12,6,94,,,,2.47,4,6,2287,,,,,,0,0,0,0
1935,roachjo01,John Ross Roach,34,DET,NHL,23,,7,11,5,62,,,,2.55,4,3.6,1460,,,,,,0,0,0,0
1935,smithno01,Normie Smith,26,DET,NHL,25,,12,11,2,52,,,,2.01,2,5.4,1550,,,,,,0,0,0,0
1935,thompti01,Tiny Thompson,31,BOS,NHL,48,,26,16,6,112,,,,2.26,8,9,2970,,,,,,0,0,0,0
1935,wortero01,Roy Worters,34,NYA,NHL,48,,12,27,9,142,,,,2.84,3,5.8,3000,,,,,,0,0,0,0
1936,beverbi01,Bill Beveridge,26,MTM,NHL,32,,14,13,5,71,,,,2.16,1,4.9,1970,,,,,,0,0,0,0
1936,chabolo01,Lorne Chabot,35,MTM,NHL,16,,8,3,5,35,,,,2.08,2,2.7,1010,,,,,,0,0,0,0
1936,coxab01,Abbie Cox,31,MTL,NHL,1,,0,0,1,1,,,,0.86,0,0.4,70,,,,,,0,0,0,0
1936,cudewi01,Wilf Cude,25,MTL,NHL,47,,11,26,10,122,,,,2.49,6,5.2,2940,,,,,,0,0,0,0
1936,gardibe01,Bert Gardiner,22,NYR,NHL,1,,1,0,0,1,,,,1,0,0.3,60,,,,,,0,0,0,0
1936,hainsge01,George Hainsworth,40,TOR,NHL,48,,23,19,6,106,,,,2.12,8,7.7,3000,,,,,,0,0,0,0
1936,jackspe01,Percy Jackson,28,BOS,NHL,1,,0,0,0,1,,,,1.5,0,0.2,40,,,,,,0,0,0,0
1936,karakmi01,Mike Karakas,24,CBH,NHL,48,,21,19,8,92,,,,1.85,9,9.5,2990,,,,,,0,0,0,0
1936,kerrda01,Dave Kerr,26,NYR,NHL,47,,18,17,12,95,,,,1.91,8,9,2980,,,,,,0,0,0,0
1936,smithno01,Normie Smith,27,DET,NHL,48,,24,16,8,103,,,,2.04,6,8.3,3030,,,,,,0,0,0,0
1936,thompti01,Tiny Thompson,32,BOS,NHL,48,,22,20,6,82,,,,1.68,10,10.4,2930,,,,,,0,1,1,0
1936,wortero01,Roy Worters,35,NYA,NHL,48,,16,25,7,122,,,,2.44,3,5.6,3000,,,,,,0,0,0,0
1937,beverbi01,Bill Beveridge,27,MTM,NHL,21,,12,6,3,47,,,,2.19,1,3.9,1290,,,,,,0,0,0,0
1937,brodatu01,Turk Broda,22,TOR,NHL,45,,22,19,4,106,,,,2.29,3,7.9,2780,,,,,,0,0,0,0
1937,chabolo01,Lorne Chabot,36,NYA,NHL,6,,2,3,1,25,,,,4.05,1,-0.2,370,,,,,,0,0,0,0
1937,conneal01,Alec Connell,34,MTM,NHL,27,,10,11,6,63,,,,2.21,2,5.1,1710,,,,,,0,0,0,0
1937,cookto01,Tom Cook,29,CBH,NHL,1,,0,0,0,0,,,,,0,0,2,,,,,,0,2,2,0
1937,cudewi01,Wilf Cude,26,MTL,NHL,44,,22,17,5,99,,,,2.18,5,8.4,2730,,,,,,0,0,0,0
1937,hainsge01,George Hainsworth,41,MTL,NHL,4,,2,1,1,12,,,,2.67,0,0.6,270,,,,,,0,,,
1937,hainsge01,George Hainsworth,41,TOR,NHL,3,,0,2,1,9,,,,2.84,0,0.3,190,,,,,,0,,,
1937,karakmi01,Mike Karakas,25,CBH,NHL,48,,14,27,7,131,,,,2.64,5,6.5,2980,,,,,,0,0,0,2
1937,kerrda01,Dave Kerr,27,NYR,NHL,48,,19,20,9,106,,,,2.1,4,9.7,3030,,,,,,0,0,0,0
1937,mooreal01,Alfie Moore,31,NYA,NHL,18,,7,11,0,64,,,,3.49,1,0.6,1100,,,,,,0,0,0,0
1937,smithno01,Normie Smith,28,DET,NHL,48,,25,14,9,102,,,,2.05,6,9.8,2980,,,,,,0,0,0,0
1937,thompti01,Tiny Thompson,33,BOS,NHL,48,,23,18,7,110,,,,2.22,6,8.8,2970,,,,,,0,0,0,0
1937,woodal01,Alex Wood,26,NYA,NHL,1,,0,1,0,3,,,,2.57,0,0.2,70,,,,,,0,0,0,0
1937,wortero01,Roy Worters,36,NYA,NHL,23,,6,14,3,69,,,,2.9,2,2.4,1430,,,,,,0,0,0,0
1938,beverbi01,Bill Beveridge,28,MTM,NHL,48,,12,30,6,149,,,,3,2,4.8,2980,,,,,,0,0,0,0
1938,brodatu01,Turk Broda,23,TOR,NHL,48,,24,15,9,127,,,,2.56,6,7.3,2980,,,,,,0,0,0,0
1938,cudewi01,Wilf Cude,27,MTL,NHL,47,,18,17,12,126,,,,2.53,3,7.5,2990,,,,,,0,0,0,0
1938,frankji01,Jimmy Franks,23,DET,NHL,1,,1,0,0,3,,,,3,0,0.1,60,,,,,,0,0,0,0
1938,gauthpa01,Paul Gauthier,22,MTL,NHL,1,,0,0,1,2,,,,1.71,0,0.3,70,,,,,,0,0,0,0
1938,karakmi01,Mike Karakas,26,CBH,NHL,48,,14,25,9,139,,,,2.8,1,6,2980,,,,,,0,0,0,0
1938,kerrda01,Dave Kerr,28,NYR,NHL,48,,27,15,6,96,,,,1.95,8,10.7,2960,,,,,,0,0,0,0
1938,roberea01,Earl Robertson,27,NYA,NHL,48,,19,18,11,111,,,,2.22,6,9.3,3000,,,,,,0,0,0,0
1938,smithno01,Normie Smith,29,DET,NHL,47,,11,25,11,130,,,,2.66,3,6.6,2930,,,,,,0,0,0,0
1938,thompti01,Tiny Thompson,34,BOS,NHL,48,,30,11,7,89,,,,1.8,7,11.5,2970,,,,,,0,0,0,0
1939,bourqcl01,Claude Bourque,23,MTL,NHL,25,,9,12,4,69,,,,2.65,2,3.5,1560,,,,,,0,0,0,0
1939,brimsfr01,Frank Brimsek,23,BOS,NHL,43,,33,9,1,68,,,,1.56,10,11.3,2620,,,,,,0,0,0,0
1939,brodatu01,Turk Broda,24,TOR,NHL,48,,19,20,9,107,,,,2.15,8,9.6,2990,,,,,,0,0,0,0
1939,conacch01,Charlie Conacher,29,DET,NHL,1,,0,0,0,0,,,,0,0,0,3,,,,,,7,15,22,39
1939,cudewi01,Wilf Cude,28,MTL,NHL,23,,6,12,5,77,,,,3.21,2,1.8,1440,,,,,,0,0,0,0
1939,jenkiro01,Roger Jenkins,27,NYA,NHL,1,,0,1,0,7,,,,14,0,-0.4,60,,,,,,1,1,2,4
1939,karakmi01,Mike Karakas,27,CBH,NHL,48,,12,28,8,130,,,,2.61,5,7,2990,,,,,,0,0,0,2
1939,kerrda01,Dave Kerr,29,NYR,NHL,48,,26,16,6,104,,,,2.1,6,9.8,2970,,,,,,0,0,0,0
1939,mooreal01,Alfie Moore,33,NYA,NHL,2,,0,2,0,14,,,,7,0,-0.7,120,,,,,,0,0,0,0
1939,roberea01,Earl Robertson,28,NYA,NHL,46,,17,18,10,136,,,,2.86,3,5.3,2850,,,,,,0,0,0,0
1939,smithno01,Normie Smith,30,DET,NHL,4,,0,4,0,12,,,,3,0,0.4,240,,,,,,0,0,0,0
1939,tenoha01,Harvey Teno,23,DET,NHL,5,,2,3,0,15,,,,3,0,0.5,300,,,,,,0,0,0,0
1939,thompti01,Tiny Thompson,35,DET,NHL,39,,16,17,6,100,,,,2.5,4,6.1,2397,,,,,,0,,,
1939,thompti01,Tiny Thompson,35,BOS,NHL,5,,3,1,1,8,,,,1.55,0,1.3,310,,,,,,0,,,
1940,bourqcl01,Claude Bourque,24,MTL,NHL,36,,9,24,3,120,,,,3.26,3,2.4,2210,,,,,,0,,,
1940,bourqcl01,Claude Bourque,24,DET,NHL,1,,0,1,0,3,,,,3,0,0.1,60,,,,,,0,,,
1940,brimsfr01,Frank Brimsek,24,BOS,NHL,48,,31,12,5,97,,,,1.97,6,10.5,2950,,,,,,0,0,0,0
1940,brodatu01,Turk Broda,25,TOR,NHL,47,,25,17,5,108,,,,2.23,4,8.8,2900,,,,,,0,0,0,0
1940,cudewi01,Wilf Cude,29,MTL,NHL,7,,1,5,1,24,,,,3.47,0,0.3,415,,,,,,0,0,0,0
1940,goodmpa01,Paul Goodman,34,CBH,NHL,31,,16,10,5,62,,,,1.94,4,6.9,1920,,,,,,0,0,0,0
1940,karakmi01,Mike Karakas,28,CBH,NHL,17,,7,9,1,58,,,,3.31,0,1,1050,,,,,,0,,,
1940,karakmi01,Mike Karakas,28,MTL,NHL,5,,0,4,1,18,,,,3.48,0,0.2,310,,,,,,0,,,
1940,kerrda01,Dave Kerr,30,NYR,NHL,48,,27,11,10,77,,,,1.54,8,13.1,3000,,,,,,0,0,0,0
1940,mooreal01,Alfie Moore,34,DET,NHL,1,,0,1,0,3,,,,3,0,0.1,60,,,,,,0,0,0,0
1940,roberea01,Earl Robertson,29,NYA,NHL,48,,15,29,4,140,,,,2.84,6,5.6,2960,,,,,,0,0,0,0
1940,sandsch01,Charlie Sands,28,MTL,NHL,1,,0,0,0,5,,,,12,0,-0.4,25,,,,,,9,20,29,10
1940,steinph01,Phil Stein,26,TOR,NHL,1,,0,0,1,2,,,,1.71,0,0.3,70,,,,,,0,0,0,0
1940,thompti01,Tiny Thompson,36,DET,NHL,46,,16,24,6,120,,,,2.54,3,6.9,2830,,,,,,0,0,0,0
1941,bibeapa01,Paul Bibeault,21,MTL,NHL,4,,1,2,0,15,,,,4.29,0,-0.1,210,,,,,,0,0,0,0
1941,branian01,Andy Branigan,18,NYA,NHL,1,,0,0,0,0,,,,0,0,0.1,7,,,,,,1,0,1,5
1941,brimsfr01,Frank Brimsek,25,BOS,NHL,48,,27,8,13,102,,,,2.01,6,11,3040,,,,,,0,0,0,0
1941,brodatu01,Turk Broda,26,TOR,NHL,48,,28,14,6,99,,,,2,5,10.9,2970,,,,,,0,0,0,0
1941,cudewi01,Wilf Cude,30,MTL,NHL,3,,2,1,0,13,,,,4.33,0,-0.1,180,,,,,,0,0,0,0
1941,gardibe01,Bert Gardiner,27,MTL,NHL,42,,13,23,6,119,,,,2.75,1,6.1,2600,,,,,,0,0,0,0
1941,goodmpa01,Paul Goodman,35,CBH,NHL,21,,7,10,4,55,,,,2.5,2,3.7,1320,,,,,,0,0,0,0
1941,kerrda01,Dave Kerr,31,NYR,NHL,48,,21,19,8,125,,,,2.49,2,8.4,3010,,,,,,0,0,0,0
1941,lopresa01,Sam LoPresti,24,CBH,NHL,27,,9,15,3,84,,,,3.02,1,3.1,1670,,,,,,0,0,0,0
1941,mowerjo01,Johnny Mowers,24,DET,NHL,48,,21,16,11,102,,,,2.01,4,11,3040,,,,,,0,0,0,0
1941,raynech01,Chuck Rayner,20,NYA,NHL,12,,2,7,3,44,,,,3.42,0,0.9,773,,,,,,0,0,0,0
1941,roberea01,Earl Robertson,30,NYA,NHL,36,,6,22,8,142,,,,3.77,1,1.1,2260,,,,,,0,0,0,0
1942,bibeapa01,Paul Bibeault,22,MTL,NHL,38,,17,19,2,131,,,,3.3,1,5.4,2380,,,,,,0,0,0,0
1942,brimsfr01,Frank Brimsek,26,BOS,NHL,47,,24,17,6,115,,,,2.35,3,11,2940,,,,,,0,0,0,0
1942,brodatu01,Turk Broda,27,TOR,NHL,48,,27,18,3,136,,,,2.76,6,9.2,2960,,,,,,0,0,0,0
1942,damorni01,Nick Damore,25,BOS,NHL,1,,1,0,0,3,,,,3,0,0.2,60,,,,,,0,0,0,0
1942,dickibi01,Bill Dickie,25,CBH,NHL,1,,1,0,0,3,,,,3,0,0.2,60,,,,,,0,0,0,0
1942,gardibe01,Bert Gardiner,28,MTL,NHL,10,,1,8,1,42,,,,4.06,0,0.7,620,,,,,,0,0,0,0
1942,henryji01,Jim Henry,21,NYR,NHL,48,,29,17,2,143,,,,2.9,1,8.5,2960,,,,,,0,0,0,0
1942,lopresa01,Sam LoPresti,25,CBH,NHL,47,,21,23,3,152,,,,3.18,3,7.1,2870,,,,,,0,0,0,0
1942,mowerjo01,Johnny Mowers,25,DET,NHL,47,,19,25,3,144,,,,3,5,7.9,2880,,,,,,0,0,0,0
1942,raynech01,Chuck Rayner,21,BRO,NHL,36,,13,21,2,129,,,,3.47,1,4.5,2230,,,,,,0,0,0,0
1942,roberea01,Earl Robertson,31,BRO,NHL,12,,3,8,1,46,,,,3.68,0,1.3,750,,,,,,0,0,0,0
1942,turnejo01,Joe Turner,22,DET,NHL,1,,0,0,1,3,,,,2.57,0,0.2,70,,,,,,0,0,0,0
1943,beverbi01,Bill Beveridge,33,NYR,NHL,17,,4,10,3,89,,,,5.24,1,0.6,1020,,,,,,0,0,0,0
1943,bibeapa01,Paul Bibeault,23,MTL,NHL,50,,19,19,12,191,,,,3.81,1,7.5,3010,,,,,,0,0,0,0
1943,bouvrli01,Lionel Bouvrette,28,NYR,NHL,1,,0,1,0,6,,,,6,0,0,60,,,,,,0,0,0,0
1943,brimsfr01,Frank Brimsek,27,BOS,NHL,50,,24,17,9,176,,,,3.52,1,8.6,3000,,,,,,0,0,0,0
1943,brodatu01,Turk Broda,28,TOR,NHL,50,,22,19,9,159,,,,3.18,1,10,3000,,,,,,0,0,0,0
1943,buzinst01,Steve Buzinski,25,NYR,NHL,9,,2,6,1,55,,,,5.89,0,-0.1,560,,,,,,0,0,0,0
1943,frankji01,Jimmy Franks,28,NYR,NHL,23,,5,14,4,103,,,,4.48,0,2.2,1380,,,,,,0,0,0,0
1943,gardibe01,Bert Gardiner,29,CBH,NHL,50,,17,18,15,180,,,,3.58,1,8.4,3020,,,,,,0,0,0,0
1943,mowerjo01,Johnny Mowers,26,DET,NHL,50,,25,14,11,124,,,,2.47,6,12.8,3010,,,,,,0,0,0,0
1944,abbotge01,George Abbott,32,BOS,NHL,1,,0,1,0,7,,,,7,0,0,60,,,,,,0,0,0,0
1944,bibeapa01,Paul Bibeault,24,TOR,NHL,29,,13,14,2,87,,,,3,5,7,1740,,,,,,0,0,0,0
1944,courtma01,Maurice Courteau,23,BOS,NHL,6,,2,4,0,33,,,,5.5,0,0.4,360,,,,,,0,0,0,0
1944,dionco01,Connie Dion,25,DET,NHL,26,,17,7,2,80,,,,3.08,1,6.2,1560,,,,,,0,0,0,0
1944,durnabi01,Bill Durnan,28,MTL,NHL,50,,38,5,7,109,,,,2.18,2,15,3000,,,,,,0,0,0,2
1944,frankji01,Jimmy Franks,29,DET,NHL,17,,6,8,3,69,,,,4.06,1,2.9,1020,,,,,,0,,,
1944,frankji01,Jimmy Franks,29,BOS,NHL,1,,0,1,0,6,,,,6,0,0,60,,,,,,0,,,
1944,gardibe01,Bert Gardiner,30,BOS,NHL,41,,17,19,5,212,,,,5.17,1,3.7,2460,,,,,,0,1,1,0
1944,grantbe01,Benny Grant,35,TOR,NHL,20,,9,9,2,83,,,,4.15,0,3.2,1200,,,,,,0,,,
1944,grantbe01,Benny Grant,35,BOS,NHL,1,,0,1,0,10,,,,10,0,-0.2,60,,,,,,0,,,
1944,highthe01,Hec Highton,20,CBH,NHL,24,,10,14,0,108,,,,4.5,0,3.3,1440,,,,,,0,0,0,0
1944,karakmi01,Mike Karakas,32,CBH,NHL,26,,12,9,5,79,,,,3.04,3,6.2,1560,,,,,,0,0,0,0
1944,lumleha01,Harry Lumley,17,DET,NHL,2,,0,2,0,13,,,,6.5,0,0,120,,,,,,0,,,
1944,lumleha01,Harry Lumley,17,NYR,NHL,1,,0,0,0,0,,,,0,0,0.2,20,,,,,,0,,,
1944,maroije01,Jean Marois,19,TOR,NHL,1,,1,0,0,4,,,,4,0,0.2,60,,,,,,0,0,0,0
1944,mcaulke01,Ken McAuley,23,NYR,NHL,50,,6,39,5,310,,,,6.24,0,0.8,2980,,,,,,0,0,0,0
1944,smithno01,Normie Smith,35,DET,NHL,5,,3,1,1,15,,,,3,0,1.2,300,,,,,,0,0,0,0
1945,benneha01,Harvey Bennett,19,BOS,NHL,25,,10,12,2,103,,,,4.2,0,3.1,1470,,,,,,0,0,0,0
1945,bibeapa01,Paul Bibeault,25,BOS,NHL,27,,6,18,2,115,,,,4.51,0,2.6,1530,,,,,,0,0,0,0
1945,dionco01,Connie Dion,26,DET,NHL,12,,6,4,2,39,,,,3.25,0,2.4,720,,,,,,0,0,0,0
1945,durnabi01,Bill Durnan,29,MTL,NHL,50,,38,8,4,121,,,,2.42,1,13.2,3000,,,,,,0,0,0,0
1945,karakmi01,Mike Karakas,33,CBH,NHL,48,,12,29,7,187,,,,3.9,4,7.2,2880,,,,,,0,1,1,0
1945,lumleha01,Harry Lumley,18,DET,NHL,37,,24,10,3,119,,,,3.22,1,7.5,2220,,,,,,0,0,0,0
1945,mcaulke01,Ken McAuley,24,NYR,NHL,46,,11,25,10,227,,,,4.93,1,3.2,2760,,,,,,0,0,0,0
1945,mccoofr01,Frank McCool,26,TOR,NHL,50,,24,22,4,161,,,,3.22,4,10.1,3000,,,,,,0,0,0,0
1945,smithno01,Normie Smith,36,DET,NHL,1,,1,0,0,3,,,,3,0,0.2,60,,,,,,0,0,0,0
1945,stevedo01,Doug Stevenson,20,NYR,NHL,4,,0,4,0,20,,,,5,0,0.3,240,,,,,,0,,,
1945,stevedo01,Doug Stevenson,20,CBH,NHL,2,,1,1,0,7,,,,3.5,0,0.4,120,,,,,,0,,,
1946,bastiba01,Baz Bastien,26,TOR,NHL,5,,0,4,1,20,,,,4,0,0.6,300,,,,,,0,0,0,0
1946,bellgo01,Gordie Bell,20,TOR,NHL,8,,3,5,0,31,,,,3.87,0,1,480,,,,,,0,0,0,0
1946,bibeapa01,Paul Bibeault,26,BOS,NHL,16,,8,4,4,45,,,,2.81,2,3.4,960,,,,,,0,,,
1946,bibeapa01,Paul Bibeault,26,MTL,NHL,10,,4,6,0,30,,,,3,0,2,600,,,,,,0,,,
1946,brimsfr01,Frank Brimsek,30,BOS,NHL,34,,16,14,4,111,,,,3.26,2,5.9,2040,,,,,,0,0,0,0
1946,brodatu01,Turk Broda,31,TOR,NHL,15,,7,5,3,53,,,,3.53,0,2.2,900,,,,,,0,0,0,0
1946,durnabi01,Bill Durnan,30,MTL,NHL,40,,24,11,5,104,,,,2.6,4,9.2,2400,,,,,,0,0,0,0
1946,henryji01,Jim Henry,25,NYR,NHL,10,,1,7,2,39,,,,4.16,1,0.9,563,,,,,,0,0,0,0
1946,karakmi01,Mike Karakas,34,CBH,NHL,48,,22,19,7,166,,,,3.46,1,7.5,2880,,,,,,0,0,0,0
1946,lumleha01,Harry Lumley,19,DET,NHL,50,,20,20,10,159,,,,3.18,2,9,3000,,,,,,0,0,0,6
1946,mccoofr01,Frank McCool,27,TOR,NHL,22,,9,10,3,81,,,,3.68,0,3,1320,,,,,,0,0,0,5
1946,raynech01,Chuck Rayner,25,NYR,NHL,41,,12,21,7,151,,,,3.72,1,5.5,2437,,,,,,0,0,0,6
1946,stevedo01,Doug Stevenson,21,CBH,NHL,2,,1,1,0,12,,,,6,0,-0.1,120,,,,,,0,0,0,0
1947,almasre01,Red Almas,22,DET,NHL,1,,0,1,0,5,,,,5,0,0,60,,,,,,0,0,0,0
1947,bibeapa01,Paul Bibeault,27,CBH,NHL,41,,13,25,3,170,,,,4.15,1,3.2,2460,,,,,,0,0,0,2
1947,brimsfr01,Frank Brimsek,31,BOS,NHL,60,,26,23,11,175,,,,2.92,3,11.3,3600,,,,,,0,0,0,2
1947,brodatu01,Turk Broda,32,TOR,NHL,60,,31,19,10,172,,,,2.87,4,11.6,3600,,,,,,0,0,0,0
1947,durnabi01,Bill Durnan,31,MTL,NHL,60,,34,16,10,138,,,,2.3,4,14.7,3600,,,,,,0,0,0,0
1947,francem01,Emile Francis,20,CBH,NHL,19,,6,12,1,104,,,,5.47,0,-0.8,1140,,,,,,0,0,0,0
1947,henryji01,Jim Henry,26,NYR,NHL,2,,0,2,0,9,,,,4.5,0,0.1,120,,,,,,0,0,0,0
1947,lumleha01,Harry Lumley,20,DET,NHL,52,,22,20,10,159,,,,3.06,3,9.2,3120,,,,,,0,0,0,4
1947,mowerjo01,Johnny Mowers,30,DET,NHL,7,,0,6,1,29,,,,4.14,0,0.5,420,,,,,,0,0,0,2
1947,raynech01,Chuck Rayner,26,NYR,NHL,58,,22,30,6,177,,,,3.05,5,10.2,3480,,,,,,0,0,0,0
1948,brimsfr01,Frank Brimsek,32,BOS,NHL,60,,23,24,13,168,,,,2.8,3,10.7,3600,,,,,,0,0,0,0
1948,brodatu01,Turk Broda,33,TOR,NHL,60,,32,15,13,143,,,,2.38,5,13.2,3600,,,,,,0,0,0,2
1948,decoubo01,Bob DeCourcy,20,NYR,NHL,1,,0,1,0,6,,,,12.29,0,-0.4,29,,,,,,0,0,0,0
1948,durnabi01,Bill Durnan,32,MTL,NHL,59,,20,28,10,162,,,,2.77,5,10.6,3505,,,,,,0,0,0,5
1948,francem01,Emile Francis,21,CBH,NHL,54,,19,30,5,183,,,,3.39,1,6.5,3240,,,,,,0,0,0,6
1948,henryji01,Jim Henry,27,NYR,NHL,48,,17,18,13,152,,,,3.17,2,6.9,2879,,,,,,0,0,0,0
1948,jacksdo01,Doug Jackson,23,CBH,NHL,6,,1,4,1,42,,,,7,0,-1.4,360,,,,,,0,0,0,0
1948,lumleha01,Harry Lumley,21,DET,NHL,60,,30,18,12,147,,,,2.46,7,12.7,3592,,,,,,0,0,0,8
1948,mcgrato01,Tom McGrattan,20,DET,NHL,1,,0,0,0,1,,,,7.83,0,0,8,,,,,,0,0,0,0
1948,mcneige01,Gerry McNeil,21,MTL,NHL,2,,0,1,1,7,,,,4.41,0,0,95,,,,,,0,0,0,0
1948,raynech01,Chuck Rayner,27,NYR,NHL,12,,4,7,0,42,,,,3.65,0,1.1,691,,,,,,0,0,0,0
1949,brimsfr01,Frank Brimsek,33,BOS,NHL,54,,26,20,8,147,,,,2.72,1,9,3240,,,,,,0,0,0,2
1949,brodatu01,Turk Broda,34,TOR,NHL,60,,22,25,13,161,,,,2.68,5,10.2,3600,,,,,,0,0,0,0
1949,colvile01,Les Colvin,27,BOS,NHL,1,,0,1,0,4,,,,4,0,0,60,,,,,,0,0,0,0
1949,durnabi01,Bill Durnan,33,MTL,NHL,60,,28,23,9,126,,,,2.1,10,13.9,3600,,,,,,0,0,0,0
1949,francem01,Emile Francis,22,NYR,NHL,2,,2,0,0,4,,,,2,0,0.5,120,,,,,,0,0,0,0
1949,gelinja01,Jack Gelineau,24,BOS,NHL,4,,2,2,0,12,,,,3,0,0.5,240,,,,,,0,0,0,0
1949,henrygo01,Gord Henry,22,BOS,NHL,1,,1,0,0,0,,,,0,1,0.5,60,,,,,,0,0,0,0
1949,henryji01,Jim Henry,28,CBH,NHL,60,,21,31,8,211,,,,3.52,0,5,3600,,,,,,0,0,0,0
1949,lumleha01,Harry Lumley,22,DET,NHL,60,,34,19,7,145,,,,2.42,6,11.9,3600,,,,,,0,0,0,12
1949,raynech01,Chuck Rayner,28,NYR,NHL,58,,16,31,11,168,,,,2.9,7,8.6,3480,,,,,,0,0,0,2
1950,bittnri01,Richard Bittner,28,BOS,NHL,1,,0,0,1,3,,,,3,0,0.1,60,,,,,,0,0,0,0
1950,brimsfr01,Frank Brimsek,34,CBH,NHL,70,,22,38,10,244,,,,3.49,5,6.1,4200,,,,,,0,0,0,2
1950,brodatu01,Turk Broda,35,TOR,NHL,68,,30,25,12,166,,,,2.47,9,13.1,4039,,,,,,0,0,0,2
1950,durnabi01,Bill Durnan,34,MTL,NHL,64,,26,21,17,141,,,,2.2,8,14.2,3840,,,,,,0,1,1,2
1950,francem01,Emile Francis,23,NYR,NHL,1,,0,1,0,8,,,,8,0,-0.4,60,,,,,,0,0,0,0
1950,gelinja01,Jack Gelineau,25,BOS,NHL,67,,22,30,15,220,,,,3.28,3,7.3,4020,,,,,,0,0,0,0
1950,henrygo01,Gord Henry,23,BOS,NHL,2,,0,2,0,5,,,,2.5,0,0.4,120,,,,,,0,0,0,0
1950,lumleha01,Harry Lumley,23,DET,NHL,63,,33,16,14,148,,,,2.35,7,13,3780,,,,,,0,0,0,10
1950,mayergi01,Gilles Mayer,19,TOR,NHL,1,,0,1,0,2,,,,2,0,0.2,60,,,,,,0,0,0,0
1950,mcneige01,Gerry McNeil,23,MTL,NHL,6,,3,1,2,9,,,,1.5,1,1.8,360,,,,,,0,0,0,0
1950,raynech01,Chuck Rayner,29,NYR,NHL,69,,28,30,11,181,,,,2.62,6,12.3,4140,,,,,,0,0,0,6
1950,rollial01,Al Rollins,23,TOR,NHL,2,,1,1,0,4,,,,2.4,1,0.3,100,,,,,,0,0,0,0
1950,sawchte01,Terry Sawchuk,20,DET,NHL,7,,4,3,0,16,,,,2.29,1,1.5,420,,,,,,0,0,0,0
1951,almasre01,Red Almas,26,CBH,NHL,1,,0,1,0,5,,,,5,0,-0.1,60,,,,,,0,0,0,0
1951,brodatu01,Turk Broda,36,TOR,NHL,31,,15,10,6,68,,,,2.23,5,6.6,1833,,,,,,0,0,0,4
1951,francem01,Emile Francis,24,NYR,NHL,5,,1,2,1,14,,,,3.23,0,0.5,260,,,,,,0,0,0,0
1951,gelinja01,Jack Gelineau,26,BOS,NHL,70,,22,30,18,197,,,,2.81,4,10.7,4199,,,,,,0,0,0,4
1951,lumleha01,Harry Lumley,24,CBH,NHL,64,,12,41,10,245,,,,3.88,3,2.6,3785,,,,,,0,0,0,4
1951,mcneige01,Gerry McNeil,24,MTL,NHL,70,,25,30,15,183,,,,2.61,6,12.2,4200,,,,,,0,0,0,0
1951,pellema01,Marcel Pelletier,23,CBH,NHL,6,,1,5,0,28,,,,4.73,0,-0.3,355,,,,,,0,0,0,2
1951,raynech01,Chuck Rayner,30,NYR,NHL,66,,19,27,20,185,,,,2.82,2,10.1,3940,,,,,,0,0,0,6
1951,rollial01,Al Rollins,24,TOR,NHL,40,,26,6,7,70,,,,1.77,5,10.4,2367,,,,,,0,0,0,0
1951,sawchte01,Terry Sawchuk,21,DET,NHL,70,,44,13,13,138,,,,1.97,11,17,4200,,,,,,0,0,0,2
1952,anderlo01,Lorne Anderson,20,NYR,NHL,3,,1,2,0,18,,,,6,0,-0.6,180,,,,,,0,0,0,0
